,index,fopt,rb1,rb2,tc1,tc2,Rib,kbd,ksp,tu1,tu2,protein,Rb,Tc,kbd_factor,protein_expr_rate
30,30,0.45,30.329483130729606,95.42817818946887,1665.7954737970447,647.0833568630546,500,0.0005,0.05,84.20452620295532,102.91664313694537,1871.2116933990071,125.75766132019848,2312.878830660099,0.1,18.71211693399007
31,31,0.5,34.33778271754585,86.74031546370495,1655.2695245453126,655.2695245453127,500,0.0005,0.05,94.7304754546874,94.73047545468728,1894.6095090937479,121.0780981812508,2310.539049090625,0.1,18.94609509093748
32,32,0.55,38.47883800725644,78.00753836553865,1644.5337535025187,663.709434683879,500,0.0005,0.05,105.46624649748128,86.29056531612105,1917.5681181360233,116.48637637279509,2308.2431881863977,0.1,19.175681181360233
33,33,0.6,42.7524993714669,69.24499591519056,1633.5992485859972,672.3994990573315,500,0.0005,0.05,116.4007514140028,77.60050094266853,1940.0125235667133,111.99749528665745,2305.998747643329,0.1,19.400125235667133
34,34,0.65,47.15800195199947,60.46841686296428,1622.4785861148632,681.3346232926186,500,0.0005,0.05,127.52141388513678,68.66537670738137,1961.867905925181,107.62641881496376,2303.8132094074817,0.1,19.61867905925181
35,35,0.7,51.69394256223587,51.69394256223588,1611.1857597935652,690.5081827686707,500,0.0005,0.05,138.81424020643476,59.491817231329264,1983.0605743776393,103.38788512447175,2301.693942562236,0.1,19.830605743776392
36,36,0.75,56.358266561440615,42.937945046842536,1599.736079353106,699.9120264510354,500,0.0005,0.05,150.2639206468939,50.087973548964555,2003.5189419585852,99.29621160828316,2299.648105804142,0.1,20.03518941958585
37,37,0.8,61.14826553581333,34.21683535819784,1588.1460403576045,709.5365100894011,500,0.0005,0.05,161.85395964239547,40.46348991059892,2023.1744955299434,95.36510089401116,2297.6825504470057,0.1,20.231744955299433
38,38,0.85,66.06058622744919,25.546867796671936,1576.4331679602515,719.3705590518091,500,0.0005,0.05,173.56683203974853,30.629440948190904,2041.9627298793946,91.60745402412113,2295.8037270120603,0.1,20.419627298793944
39,39,0.9,71.09125072098188,16.943946088659846,1564.615838564339,729.4017598404821,500,0.0005,0.05,185.3841614356611,20.5982401595179,2059.82401595179,88.03519680964172,2294.017598404821,0.1,20.5982401595179
40,40,0.95,76.23568745702632,8.423437431371836,1552.713084321989,739.61647812221,500,0.0005,0.05,197.28691567801093,10.38352187779003,2076.70437555801,84.65912488839815,2292.329562444199,0.1,20.767043755580097
41,41,1.0,81.48877222267791,0.0,1540.744386111339,750.0,500,0.0005,0.05,209.25561388866095,0.0,2092.5561388866095,81.48877222267791,2290.744386111339,0.1,20.925561388866093
42,42,0.0,0.0,1695.359714832658,1750.0,584.7679857416329,5000,5e-05,0.005,0.0,165.23201425836714,,1695.359714832658,2334.767985741633,0.1,
43,43,0.05,28.880785654963685,1617.8351343914967,1741.616789800116,590.7190062022069,5000,5e-05,0.005,8.383210199883933,159.28099379779314,1676.6420399767865,1646.7159200464603,2332.335796002323,0.1,16.766420399767863
44,44,0.1,58.895549834401706,1538.9262359192755,1732.9891089287685,596.9019803589155,5000,5e-05,0.005,17.010891071231526,153.09801964108453,1701.0891071231526,1597.8217857536772,2329.891089287684,0.1,17.010891071231526
45,45,0.15,90.0782103329826,1458.6936852340627,1724.1157892167528,603.3228055615995,5000,5e-05,0.005,25.884210783247227,146.67719443840053,1725.6140522164817,1548.7718955670452,2327.438594778352,0.1,17.256140522164817
46,46,0.2,122.46077031829215,1377.2089524185349,1714.9966972273683,609.986788909473,5000,5e-05,0.005,35.00330277263174,140.01321109052697,1750.165138631587,1499.669722736827,2324.9834861368413,0.1,17.50165138631587
47,47,0.25,156.07282886119214,1294.5546006702166,1705.6328428691427,616.8985286074278,5000,5e-05,0.005,44.36715713085732,133.1014713925722,1774.6862852342927,1450.6274295314088,2322.5313714765707,0.1,17.746862852342925
48,48,0.3,190.9410675690255,1210.8244088062497,1696.0264821456292,624.0617916731346,5000,5e-05,0.005,53.97351785437081,125.93820832686538,1799.1172618123603,1401.7654763752753,2320.088273818764,0.1,17.991172618123603
49,49,0.35,227.08872285978381,1126.1233001818025,1686.1812104032279,631.4793907488515,5000,5e-05,0.005,63.81878959677215,118.52060925114847,1823.3939884792044,1353.2120230415862,2317.6606011520794,0.1,18.233939884792044
50,50,0.4,264.53505554530176,1040.5670541915442,1676.102042194737,639.1530632921053,5000,5e-05,0.005,73.8979578052631,110.84693670789466,1847.4489451315776,1305.102109736846,2315.2551054868422,0.1,18.474489451315776
51,51,0.45,303.2948313072961,954.2817818946887,1665.7954737970447,647.0833568630546,5000,5e-05,0.005,84.20452620295532,102.91664313694537,1871.2116933990071,1257.5766132019849,2312.878830660099,0.1,18.71211693399007
52,52,0.5,343.3778271754585,867.4031546370495,1655.2695245453126,655.2695245453127,5000,5e-05,0.005,94.7304754546874,94.73047545468728,1894.6095090937479,1210.780981812508,2310.539049090625,0.1,18.94609509093748
53,53,0.55,384.7883800725644,780.0753836553865,1644.5337535025187,663.709434683879,5000,5e-05,0.005,105.46624649748128,86.29056531612105,1917.5681181360233,1164.863763727951,2308.2431881863977,0.1,19.175681181360233
54,54,0.6,427.524993714669,692.4499591519057,1633.5992485859972,672.3994990573315,5000,5e-05,0.005,116.4007514140028,77.60050094266853,1940.0125235667133,1119.9749528665748,2305.998747643329,0.1,19.400125235667133
55,55,0.65,471.5800195199947,604.6841686296428,1622.4785861148632,681.3346232926186,5000,5e-05,0.005,127.52141388513678,68.66537670738137,1961.867905925181,1076.2641881496374,2303.8132094074817,0.1,19.61867905925181
56,56,0.7,516.9394256223587,516.9394256223588,1611.1857597935652,690.5081827686707,5000,5e-05,0.005,138.81424020643476,59.491817231329264,1983.0605743776393,1033.8788512447177,2301.693942562236,0.1,19.830605743776392
57,57,0.75,563.5826656144062,429.37945046842543,1599.736079353106,699.9120264510354,5000,5e-05,0.005,150.2639206468939,50.087973548964555,2003.5189419585852,992.9621160828317,2299.648105804142,0.1,20.03518941958585
58,58,0.8,611.4826553581333,342.16835358197847,1588.1460403576045,709.5365100894011,5000,5e-05,0.005,161.85395964239547,40.46348991059892,2023.1744955299434,953.6510089401118,2297.6825504470057,0.1,20.231744955299433
59,59,0.85,660.605862274492,255.46867796671938,1576.4331679602515,719.3705590518091,5000,5e-05,0.005,173.56683203974853,30.629440948190904,2041.9627298793946,916.0745402412114,2295.8037270120603,0.1,20.419627298793944
60,60,0.9,710.9125072098188,169.43946088659845,1564.6158385643387,729.4017598404821,5000,5e-05,0.005,185.38416143566133,20.5982401595179,2059.8240159517927,880.3519680964173,2294.017598404821,0.1,20.59824015951793
61,61,0.95,762.3568745702631,84.23437431371838,1552.713084321989,739.61647812221,5000,5e-05,0.005,197.28691567801093,10.38352187779003,2076.70437555801,846.5912488839815,2292.329562444199,0.1,20.767043755580097
62,62,1.0,814.8877222267791,0.0,1540.744386111339,750.0,5000,5e-05,0.005,209.25561388866095,0.0,2092.5561388866095,814.8877222267791,2290.744386111339,0.1,20.925561388866093
63,0,0.0,0.0,43.680512635610576,1750.0,434.025631780529,50,0.05,0.5,0.0,315.974368219471,,43.680512635610576,2184.025631780529,1.0,
64,1,0.05,0.5692218256028758,42.85226740750488,1733.5537230827695,437.52073857261854,50,0.05,0.5,16.446276917230534,312.47926142738146,3289.255383446107,43.421489233107756,2171.074461655388,1.0,32.89255383446107
65,2,0.1,1.1990333364225276,41.943641557788204,1715.7133744710536,441.42037023948285,50,0.05,0.5,34.28662552894639,308.57962976051715,3428.662552894639,43.142674894210735,2157.1337447105366,1.0,34.28662552894639
66,3,0.15,1.898820438374116,40.94340015404576,1696.316654443149,445.79437517784487,50,0.05,0.5,53.68334555685101,304.20562482215513,3578.8897037900674,42.84222059241988,2142.111029620994,1.0,35.788897037900675
67,4,0.2,2.679755121312821,39.83844879760636,1675.1820391891918,450.72815675676725,50,0.05,0.5,74.81796081080824,299.27184324323275,3740.8980405404122,42.518203918919184,2125.910195945959,1.0,37.40898040540412
68,5,0.25,3.5551334981372276,38.6135763708492,1652.1088733623303,456.3266200869912,50,0.05,0.5,97.89112663766969,293.6733799130088,3915.6450655067874,42.16870986898643,2108.4354934493217,1.0,39.15645065506787
69,6,0.3,4.5407323712583265,37.251240069760165,1626.8795866152775,462.7190354356473,50,0.05,0.5,123.1204133847225,287.2809645643527,4104.01377949075,41.791972441018494,2089.598622050925,1.0,41.040137794907494
70,7,0.35,5.655132657205604,35.73147730254907,1599.2656742957067,470.0648236920269,50,0.05,0.5,150.73432570429327,279.9351763079731,4306.695020122665,41.38660995975467,2069.3304979877335,1.0,43.066950201226646
71,8,0.4,6.919900467572746,34.03209906198398,1569.0399905911345,478.5599858867018,50,0.05,0.5,180.96000940886552,271.4400141132982,4524.000235221638,40.95199952955672,2047.5999764778362,1.0,45.24000235221638
72,9,0.45,8.359417559494876,32.12942882764438,1535.9990437106333,488.44327564632954,50,0.05,0.5,214.00095628936674,261.55672435367046,4755.576806430372,40.48884638713926,2024.4423193569628,1.0,47.55576806430372
73,10,0.5,10.0,30.0,1500.0,500.0,50,0.05,0.5,250.0,250.0,5000.0,40.0,2000.0,1.0,50.0
74,11,0.55,11.867752397232,27.623770825558125,1461.0168886267284,513.5592725127779,50,0.05,0.5,288.98311137327164,236.44072748722215,5254.238388604939,39.49152322279012,1974.5761611395062,1.0,52.54238388604939
75,12,0.6,13.984478072235282,24.989408854642583,1419.216607806336,529.4777385375572,50,0.05,0.5,330.783392193664,220.52226146244277,5513.056536561066,38.97388692687787,1948.6943463438934,1.0,55.130565365610664
76,13,0.65,16.36118796358615,22.101707026821664,1375.044087188254,548.1006623321367,50,0.05,0.5,374.955912811746,201.89933766786328,5768.552504796092,38.46289499040782,1923.1447495203906,1.0,57.685525047960915
77,14,0.7,18.989794855663558,18.989794855663565,1329.2856398964493,569.6938456699069,50,0.05,0.5,420.7143601035507,180.30615433009314,6010.205144336438,37.97958971132712,1898.9794855663563,1.0,60.10205144336438
78,15,0.75,21.835667315040112,15.71257611636734,1283.0591286777794,594.3530428925932,50,0.05,0.5,466.9408713222206,155.64695710740682,6225.878284296275,37.54824343140745,1877.4121715703727,1.0,62.258782842962745
79,16,0.8,24.83574358574937,12.356402838024595,1237.6858569509586,621.9214642377397,50,0.05,0.5,512.3141430490414,128.07853576226034,6403.926788113017,37.19214642377396,1859.6073211886983,1.0,64.03926788113017
80,17,0.85,27.906068896253313,9.022325928272648,1194.4567800423533,651.9629611839447,50,0.05,0.5,555.5432199576467,98.03703881605531,6535.80258773702,36.92839482452596,1846.419741226298,1.0,65.3580258773702
81,18,0.9,30.957417370831095,5.806723485181327,1154.386338520559,683.8207042800622,50,0.05,0.5,595.6136614794409,66.17929571993784,6617.929571993788,36.764140856012425,1838.2070428006214,1.0,66.17929571993788
82,19,0.95,33.91194754310239,2.784233573914261,1118.068603058291,716.7404527925416,50,0.05,0.5,631.931396941709,33.259547207458354,6651.9094414916735,36.69618111701666,1834.8090558508327,1.0,66.51909441491674
83,20,1.0,36.71359641163505,0.0,1085.679820581753,750.0,50,0.05,0.5,664.3201794182471,0.0,6643.2017941824715,36.71359641163505,1835.679820581753,1.0,66.43201794182471
84,21,0.0,0.0,436.8051263561058,1750.0,434.02563178052895,500,0.005,0.05,0.0,315.97436821947105,,436.8051263561058,2184.025631780529,1.0,
85,22,0.05,5.692218256028758,428.5226740750488,1733.5537230827695,437.52073857261854,500,0.005,0.05,16.446276917230534,312.47926142738146,3289.255383446107,434.2148923310776,2171.074461655388,1.0,32.89255383446107
86,23,0.1,11.990333364225275,419.43641557788203,1715.7133744710536,441.42037023948285,500,0.005,0.05,34.28662552894639,308.57962976051715,3428.662552894639,431.4267489421073,2157.1337447105366,1.0,34.28662552894639
87,24,0.15,18.98820438374116,409.43400154045764,1696.316654443149,445.79437517784487,500,0.005,0.05,53.68334555685101,304.20562482215513,3578.8897037900674,428.4222059241988,2142.111029620994,1.0,35.788897037900675
88,25,0.2,26.79755121312821,398.3844879760636,1675.1820391891918,450.72815675676725,500,0.005,0.05,74.81796081080824,299.27184324323275,3740.8980405404122,425.1820391891918,2125.910195945959,1.0,37.40898040540412
89,26,0.25,35.55133498137227,386.13576370849205,1652.1088733623303,456.3266200869912,500,0.005,0.05,97.89112663766969,293.6733799130088,3915.6450655067874,421.68709868986434,2108.4354934493217,1.0,39.15645065506787
90,27,0.3,45.40732371258326,372.51240069760166,1626.8795866152775,462.7190354356473,500,0.005,0.05,123.1204133847225,287.2809645643527,4104.01377949075,417.9197244101849,2089.598622050925,1.0,41.040137794907494
91,28,0.35,56.55132657205604,357.3147730254907,1599.2656742957067,470.06482369202683,500,0.005,0.05,150.73432570429327,279.93517630797317,4306.695020122665,413.86609959754674,2069.3304979877335,1.0,43.066950201226646
92,29,0.4,69.19900467572745,340.3209906198398,1569.0399905911345,478.5599858867018,500,0.005,0.05,180.96000940886552,271.4400141132982,4524.000235221638,409.51999529556724,2047.5999764778362,1.0,45.24000235221638
93,30,0.45,83.59417559494875,321.2942882764438,1535.9990437106333,488.4432756463295,500,0.005,0.05,214.00095628936674,261.5567243536705,4755.576806430372,404.88846387139256,2024.4423193569628,1.0,47.55576806430372
94,31,0.5,100.0,300.0,1500.0,500.0,500,0.005,0.05,250.0,250.0,5000.0,400.0,2000.0,1.0,50.0
95,32,0.55,118.67752397231999,276.23770825558125,1461.0168886267284,513.5592725127779,500,0.005,0.05,288.98311137327164,236.44072748722215,5254.238388604939,394.91523222790124,1974.5761611395062,1.0,52.54238388604939
96,33,0.6,139.8447807223528,249.89408854642582,1419.216607806336,529.4777385375572,500,0.005,0.05,330.783392193664,220.52226146244277,5513.056536561066,389.7388692687786,1948.6943463438934,1.0,55.130565365610664
97,34,0.65,163.6118796358615,221.01707026821663,1375.044087188254,548.1006623321367,500,0.005,0.05,374.955912811746,201.89933766786328,5768.552504796092,384.6289499040781,1923.1447495203906,1.0,57.685525047960915
98,35,0.7,189.89794855663558,189.89794855663564,1329.2856398964493,569.6938456699069,500,0.005,0.05,420.7143601035507,180.30615433009314,6010.205144336438,379.7958971132712,1898.9794855663563,1.0,60.10205144336438
99,36,0.75,218.35667315040112,157.1257611636734,1283.0591286777794,594.3530428925932,500,0.005,0.05,466.9408713222206,155.64695710740682,6225.878284296275,375.4824343140745,1877.4121715703727,1.0,62.258782842962745
100,37,0.8,248.3574358574937,123.56402838024596,1237.6858569509586,621.9214642377397,500,0.005,0.05,512.3141430490414,128.07853576226034,6403.926788113017,371.92146423773966,1859.6073211886983,1.0,64.03926788113017
101,38,0.85,279.0606889625331,90.22325928272649,1194.4567800423533,651.9629611839447,500,0.005,0.05,555.5432199576467,98.03703881605531,6535.80258773702,369.2839482452596,1846.419741226298,1.0,65.3580258773702
102,39,0.9,309.5741737083109,58.067234851813275,1154.386338520559,683.8207042800622,500,0.005,0.05,595.6136614794409,66.17929571993784,6617.929571993788,367.6414085601242,1838.2070428006214,1.0,66.17929571993788
103,40,0.95,339.1194754310239,27.84233573914261,1118.068603058291,716.7404527925416,500,0.005,0.05,631.931396941709,33.259547207458354,6651.9094414916735,366.96181117016647,1834.8090558508327,1.0,66.51909441491674
104,41,1.0,367.1359641163505,0.0,1085.679820581753,750.0,500,0.005,0.05,664.3201794182471,0.0,6643.2017941824715,367.1359641163505,1835.679820581753,1.0,66.43201794182471
105,42,0.0,0.0,4368.051263561058,1750.0,434.025631780529,5000,0.0005,0.005,0.0,315.974368219471,,4368.051263561058,2184.025631780529,1.0,
106,43,0.05,56.92218256028758,4285.226740750488,1733.5537230827695,437.52073857261854,5000,0.0005,0.005,16.446276917230534,312.47926142738146,3289.255383446107,4342.148923310775,2171.074461655388,1.0,32.89255383446107
107,44,0.1,119.90333364225276,4194.36415577882,1715.7133744710536,441.42037023948285,5000,0.0005,0.005,34.28662552894639,308.57962976051715,3428.662552894639,4314.267489421072,2157.1337447105366,1.0,34.28662552894639
108,45,0.15,189.8820438374116,4094.340015404576,1696.316654443149,445.79437517784487,5000,0.0005,0.005,53.68334555685101,304.20562482215513,3578.8897037900674,4284.222059241988,2142.111029620994,1.0,35.788897037900675
109,46,0.2,267.9755121312821,3983.8448797606356,1675.1820391891918,450.72815675676725,5000,0.0005,0.005,74.81796081080824,299.27184324323275,3740.8980405404122,4251.820391891918,2125.910195945959,1.0,37.40898040540412
110,47,0.25,355.51334981372275,3861.3576370849205,1652.1088733623303,456.3266200869912,5000,0.0005,0.005,97.89112663766969,293.6733799130088,3915.6450655067874,4216.870986898643,2108.4354934493217,1.0,39.15645065506787
111,48,0.3,454.07323712583263,3725.1240069760165,1626.8795866152775,462.71903543564736,5000,0.0005,0.005,123.1204133847225,287.28096456435264,4104.01377949075,4179.197244101849,2089.598622050925,1.0,41.040137794907494
112,49,0.35,565.5132657205604,3573.1477302549065,1599.2656742957067,470.0648236920269,5000,0.0005,0.005,150.73432570429327,279.9351763079731,4306.695020122665,4138.660995975467,2069.3304979877335,1.0,43.066950201226646
113,50,0.4,691.9900467572745,3403.2099061983977,1569.0399905911345,478.55998588670184,5000,0.0005,0.005,180.96000940886552,271.44001411329816,4524.000235221638,4095.1999529556724,2047.5999764778362,1.0,45.24000235221638
114,51,0.45,835.9417559494875,3212.942882764438,1535.9990437106333,488.44327564632954,5000,0.0005,0.005,214.00095628936674,261.55672435367046,4755.576806430372,4048.8846387139256,2024.4423193569628,1.0,47.55576806430372
115,52,0.5,1000.0,3000.0,1500.0,500.0,5000,0.0005,0.005,250.0,250.0,5000.0,4000.0,2000.0,1.0,50.0
116,53,0.55,1186.7752397231998,2762.3770825558126,1461.0168886267284,513.5592725127779,5000,0.0005,0.005,288.98311137327164,236.44072748722215,5254.238388604939,3949.1523222790124,1974.5761611395062,1.0,52.54238388604939
117,54,0.6,1398.4478072235281,2498.940885464258,1419.216607806336,529.4777385375572,5000,0.0005,0.005,330.783392193664,220.52226146244277,5513.056536561066,3897.388692687786,1948.6943463438934,1.0,55.130565365610664
118,55,0.65,1636.1187963586149,2210.1707026821664,1375.044087188254,548.1006623321367,5000,0.0005,0.005,374.955912811746,201.89933766786328,5768.552504796092,3846.2894990407813,1923.1447495203906,1.0,57.685525047960915
119,56,0.7,1898.9794855663558,1898.9794855663563,1329.2856398964493,569.6938456699069,5000,0.0005,0.005,420.7143601035507,180.30615433009314,6010.205144336438,3797.958971132712,1898.9794855663563,1.0,60.10205144336438
120,57,0.75,2183.566731504011,1571.2576116367338,1283.0591286777794,594.3530428925932,5000,0.0005,0.005,466.9408713222206,155.64695710740682,6225.878284296275,3754.8243431407445,1877.4121715703727,1.0,62.258782842962745
121,58,0.8,2483.574358574937,1235.6402838024594,1237.6858569509586,621.9214642377397,5000,0.0005,0.005,512.3141430490414,128.07853576226034,6403.926788113017,3719.2146423773966,1859.6073211886983,1.0,64.03926788113017
122,59,0.85,2790.606889625331,902.2325928272649,1194.4567800423533,651.9629611839447,5000,0.0005,0.005,555.5432199576467,98.03703881605531,6535.80258773702,3692.839482452596,1846.419741226298,1.0,65.3580258773702
123,60,0.9,3095.7417370831095,580.6723485181327,1154.386338520559,683.8207042800622,5000,0.0005,0.005,595.6136614794409,66.17929571993784,6617.929571993788,3676.4140856012423,1838.2070428006214,1.0,66.17929571993788
124,61,0.95,3391.194754310239,278.42335739142607,1118.068603058291,716.7404527925416,5000,0.0005,0.005,631.931396941709,33.259547207458354,6651.9094414916735,3669.6181117016654,1834.8090558508327,1.0,66.51909441491674
125,62,1.0,3671.3596411635053,0.0,1085.679820581753,750.0,5000,0.0005,0.005,664.3201794182471,0.0,6643.2017941824715,3671.3596411635053,1835.679820581753,1.0,66.43201794182471
126,0,0.0,0.0,49.32324668112459,1750.0,411.62334056229196,50,0.5,0.5,0.0,338.37665943770804,,49.32324668112459,2161.623340562292,10.0,
127,1,0.05,0.6123980152565321,48.68035623186685,1732.3188561780846,414.05826738360713,50,0.5,0.5,17.681143821915384,335.94173261639287,3536.228764383077,49.29275424712338,2146.377123561692,10.0,35.36228764383077
128,2,0.1,1.296727247468013,47.962850617461875,1712.9788932464944,416.8100392184505,50,0.5,0.5,37.02110675350559,333.1899607815495,3702.110675350559,49.25957786492989,2129.788932464945,10.0,37.02110675350559
129,3,0.15,2.0657439166647324,47.157649080065276,1691.7544747547506,419.9420236102532,50,0.5,0.5,58.24552524524938,330.0579763897468,3883.0350163499584,49.223392996730006,2111.6964983650037,10.0,38.83035016349958
130,4,0.2,2.9351638616690074,46.24867289305672,1668.3836754725733,423.5347018902927,50,0.5,0.5,81.61632452742674,326.4652981097073,4080.816226371337,49.18383675472573,2091.918377362866,10.0,40.80816226371337
131,5,0.25,3.9244577138877537,45.21605266415348,1642.5637972551542,427.69139176546247,50,0.5,0.5,107.43620274484579,322.30860823453753,4297.4481097938315,49.140510378041235,2070.255189020617,10.0,42.974481097938316
132,6,0.3,5.057844232319433,44.03514473147597,1613.9483445693102,432.5461373283906,50,0.5,0.5,136.05165543068983,317.4538626716094,4535.0551810229945,49.0929889637954,2046.4944818977008,10.0,45.350551810229945
133,7,0.35,6.365479585038948,42.67536519980399,1582.1478373475145,438.2745550739556,50,0.5,0.5,167.8521626524855,311.7254449260444,4795.7760757853,49.04084478484294,2020.42239242147,10.0,47.957760757853
134,8,0.4,7.884755486810666,41.09893960032863,1546.7390174278592,445.1085261417888,50,0.5,0.5,203.26098257214085,304.8914738582112,5081.5245643035205,48.983695087139296,1991.847543569648,10.0,50.815245643035205
