,index,fopt,rb1,rb2,tc1,tc2,Tt1,Tt2,kch,ksp,tu1,tu2,protein,Rb,Tc,kspeed_factor,protein_expr_rate
31,31,0.5,100.0,300.0,1500.0,500.0,1750,750,30,0.05,250.0,250.0,5000.0,400.0,2000.0,1.0,50.0
32,32,0.55,118.67752397231999,276.23770825558125,1461.0168886267284,513.5592725127779,1750,750,30,0.05,288.98311137327164,236.44072748722215,5254.238388604939,394.91523222790124,1974.5761611395062,1.0,52.54238388604939
33,33,0.6,139.8447807223528,249.89408854642582,1419.216607806336,529.4777385375572,1750,750,30,0.05,330.783392193664,220.52226146244277,5513.056536561066,389.7388692687786,1948.6943463438934,1.0,55.130565365610664
34,34,0.65,163.6118796358615,221.01707026821663,1375.044087188254,548.1006623321367,1750,750,30,0.05,374.955912811746,201.89933766786328,5768.552504796092,384.6289499040781,1923.1447495203906,1.0,57.685525047960915
35,35,0.7,189.89794855663558,189.89794855663564,1329.2856398964493,569.6938456699069,1750,750,30,0.05,420.7143601035507,180.30615433009314,6010.205144336438,379.7958971132712,1898.9794855663563,1.0,60.10205144336438
36,36,0.75,218.35667315040112,157.1257611636734,1283.0591286777794,594.3530428925932,1750,750,30,0.05,466.9408713222206,155.64695710740682,6225.878284296275,375.4824343140745,1877.4121715703727,1.0,62.258782842962745
37,37,0.8,248.3574358574937,123.56402838024596,1237.6858569509586,621.9214642377397,1750,750,30,0.05,512.3141430490414,128.07853576226034,6403.926788113017,371.92146423773966,1859.6073211886983,1.0,64.03926788113017
38,38,0.85,279.0606889625331,90.22325928272649,1194.4567800423533,651.9629611839447,1750,750,30,0.05,555.5432199576467,98.03703881605531,6535.80258773702,369.2839482452596,1846.419741226298,1.0,65.3580258773702
39,39,0.9,309.5741737083109,58.067234851813275,1154.386338520559,683.8207042800622,1750,750,30,0.05,595.6136614794409,66.17929571993784,6617.929571993788,367.6414085601242,1838.2070428006214,1.0,66.17929571993788
40,40,0.95,339.1194754310239,27.84233573914261,1118.068603058291,716.7404527925416,1750,750,30,0.05,631.931396941709,33.259547207458354,6651.9094414916735,366.96181117016647,1834.8090558508327,1.0,66.51909441491674
41,41,1.0,367.1359641163505,0.0,1085.679820581753,750.0,1750,750,30,0.05,664.3201794182471,0.0,6643.2017941824715,367.1359641163505,1835.679820581753,1.0,66.43201794182471
42,42,0.0,0.0,436.8051263561058,17500.0,4340.25631780529,17500,7500,3,0.005,0.0,3159.7436821947103,,436.8051263561058,21840.256317805288,1.0,
43,43,0.05,5.692218256028758,428.5226740750488,17335.537230827693,4375.207385726186,17500,7500,3,0.005,164.46276917230716,3124.7926142738143,3289.2553834461432,434.2148923310776,21710.74461655388,1.0,32.89255383446143
44,44,0.1,11.990333364225275,419.43641557788203,17157.133744710536,4414.203702394829,17500,7500,3,0.005,342.8662552894639,3085.7962976051713,3428.662552894639,431.4267489421073,21571.337447105365,1.0,34.28662552894639
45,45,0.15,18.98820438374116,409.43400154045764,16963.16654443149,4457.943751778449,17500,7500,3,0.005,536.8334555685105,3042.056248221551,3578.88970379007,428.4222059241988,21421.11029620994,1.0,35.7888970379007
46,46,0.2,26.79755121312821,398.3844879760636,16751.820391891917,4507.281567567672,17500,7500,3,0.005,748.1796081080829,2992.718432432328,3740.8980405404145,425.1820391891918,21259.10195945959,1.0,37.408980405404144
47,47,0.25,35.55133498137227,386.13576370849205,16521.088733623303,4563.266200869913,17500,7500,3,0.005,978.9112663766973,2936.7337991300874,3915.6450655067893,421.68709868986434,21084.354934493214,1.0,39.15645065506789
48,48,0.3,45.40732371258326,372.51240069760166,16268.795866152774,4627.190354356473,17500,7500,3,0.005,1231.2041338472263,2872.809645643527,4104.013779490754,417.9197244101849,20895.986220509247,1.0,41.040137794907544
49,49,0.35,56.55132657205604,357.3147730254907,15992.656742957068,4700.648236920269,17500,7500,3,0.005,1507.3432570429322,2799.3517630797314,4306.695020122664,413.86609959754674,20693.304979877335,1.0,43.06695020122664
50,50,0.4,69.19900467572747,340.3209906198398,15690.399905911345,4785.599858867018,17500,7500,3,0.005,1809.6000940886552,2714.400141132982,4524.000235221638,409.51999529556724,20475.999764778364,1.0,45.24000235221638
51,51,0.45,83.59417559494875,321.2942882764438,15359.990437106333,4884.432756463295,17500,7500,3,0.005,2140.009562893667,2615.567243536705,4755.576806430371,404.88846387139256,20244.42319356963,1.0,47.55576806430371
52,52,0.5,100.0,300.0,15000.0,5000.0,17500,7500,3,0.005,2500.0,2500.0,5000.0,400.0,20000.0,1.0,50.0
53,53,0.55,118.67752397231999,276.23770825558125,14610.168886267284,5135.592725127779,17500,7500,3,0.005,2889.8311137327164,2364.407274872221,5254.238388604939,394.91523222790124,19745.761611395064,1.0,52.54238388604939
54,54,0.6,139.84478072235282,249.89408854642582,14192.16607806336,5294.7773853755725,17500,7500,3,0.005,3307.8339219366408,2205.2226146244275,5513.056536561067,389.73886926877867,19486.943463438933,1.0,55.13056536561067
55,55,0.65,163.6118796358615,221.01707026821663,13750.44087188254,5481.006623321367,17500,7500,3,0.005,3749.55912811746,2018.9933766786326,5768.552504796093,384.6289499040781,19231.44749520391,1.0,57.68552504796093
56,56,0.7,189.89794855663558,189.89794855663564,13292.856398964494,5696.938456699068,17500,7500,3,0.005,4207.143601035506,1803.0615433009316,6010.205144336438,379.7958971132712,18989.79485566356,1.0,60.10205144336438
57,57,0.75,218.35667315040112,157.1257611636734,12830.591286777793,5943.530428925931,17500,7500,3,0.005,4669.408713222207,1556.4695710740689,6225.8782842962755,375.4824343140745,18774.121715703724,1.0,62.25878284296275
58,58,0.8,248.3574358574937,123.56402838024596,12376.858569509586,6219.214642377397,17500,7500,3,0.005,5123.141430490414,1280.7853576226034,6403.926788113017,371.92146423773966,18596.073211886982,1.0,64.03926788113017
59,59,0.85,279.0606889625331,90.22325928272649,11944.567800423534,6519.629611839447,17500,7500,3,0.005,5555.432199576466,980.3703881605534,6535.802587737019,369.2839482452596,18464.19741226298,1.0,65.3580258773702
60,60,0.9,309.5741737083109,58.067234851813275,11543.86338520559,6838.207042800621,17500,7500,3,0.005,5956.13661479441,661.7929571993791,6617.929571993789,367.6414085601242,18382.070428006213,1.0,66.1792957199379
61,61,0.95,339.11947543102394,27.84233573914261,11180.68603058291,7167.404527925416,17500,7500,3,0.005,6319.3139694170895,332.595472074584,6651.9094414916735,366.9618111701665,18348.090558508327,1.0,66.51909441491674
62,62,1.0,367.1359641163506,0.0,10856.798205817528,7500.0,17500,7500,3,0.005,6643.201794182472,0.0,6643.201794182472,367.1359641163506,18356.798205817526,1.0,66.43201794182472
63,0,0.0,0.0,370.88713996153035,175.0,10.443569980765174,175,75,300,5.0,0.0,64.55643001923482,,370.88713996153035,185.44356998076518,10.0,
64,1,0.05,1.1844813845080058,363.3012590526835,171.6121435109298,10.630726707665984,175,75,300,5.0,3.3878564890702023,64.36927329233401,6775.712978140405,364.4857404371915,182.24287021859578,10.0,67.75712978140405
65,2,0.1,2.5477262153205267,354.888470219304,167.87180982173123,10.846288395581023,175,75,300,5.0,7.128190178268767,64.15371160441897,7128.190178268766,357.43619643462455,178.71809821731225,10.0,71.28190178268767
66,3,0.15,4.132698269678006,345.5077676795322,163.72303494619075,11.097198028414327,175,75,300,5.0,11.27696505380925,63.902801971585674,7517.9767025394995,349.64046594921024,174.8202329746051,10.0,75.179767025395
67,4,0.2,5.996971884370801,334.98511414169695,159.09820860260677,11.392834410427097,175,75,300,5.0,15.901791397393225,63.6071655895729,7950.895698696612,340.98208602606775,170.49104301303387,10.0,79.50895698696613
68,5,0.25,8.219299854371483,323.1038034216187,153.91538790949878,11.746163728496315,175,75,300,5.0,21.084612090501224,63.25383627150369,8433.84483620049,331.32310327599015,165.6615516379951,10.0,84.3384483620049
69,6,0.3,10.909889804002729,309.59180880929796,148.0752547919951,12.175594514655248,175,75,300,5.0,26.924745208004907,62.824405485344755,8974.91506933497,320.5016986133007,160.25084930665034,10.0,89.74915069334969
70,7,0.35,14.226878041790842,294.1056503210362,141.45819246349473,12.708071717918788,175,75,300,5.0,33.541807536505274,62.291928282081216,9583.37358185865,308.332528362827,154.1662641814135,10.0,95.8337358185865
71,8,0.4,18.403287874326026,276.21148751816963,133.92295507849914,13.3844326177487,175,75,300,5.0,41.07704492150086,61.6155673822513,10269.261230375214,294.61477539249563,147.30738769624784,10.0,102.69261230375214
72,9,0.45,23.79151610009755,255.36855423217145,125.31101582476052,14.26901934137397,175,75,300,5.0,49.68898417523948,60.73098065862603,11041.99648338655,279.160070332269,139.58003516613448,10.0,110.4199648338655
73,10,0.5,30.934769394310813,230.93476939431082,115.46738469715541,15.467384697155406,175,75,300,5.0,59.53261530284459,59.53261530284459,11906.52306056892,261.86953878862164,130.93476939431082,10.0,119.0652306056892
74,11,0.55,40.66644797874398,202.26032421440502,104.30486235311596,17.158523743458527,175,75,300,5.0,70.69513764688404,57.84147625654147,12853.661390342551,242.926772193149,121.4633860965745,10.0,128.53661390342552
75,12,0.6,54.1695918963979,169.05856297949714,91.96844646276851,19.645630975179003,175,75,300,5.0,83.03155353723149,55.354369024821,13838.592256205247,223.22815487589503,111.61407743794751,10.0,138.38592256205249
76,13,0.65,72.66221784443698,132.4097292081678,79.14838279209656,23.38759073420584,175,75,300,5.0,95.85161720790344,51.612409265794156,14746.402647369761,205.07194705260477,102.5359735263024,10.0,147.4640264736976
77,14,0.7,96.0952021291849,96.09520212918494,67.26664149042945,28.82856063875547,175,75,300,5.0,107.73335850957055,46.17143936124453,15390.479787081507,192.19040425836982,96.09520212918491,10.0,153.90479787081506
78,15,0.75,121.91978499347468,65.32753851417827,57.71774631536986,35.90591543845662,175,75,300,5.0,117.28225368463015,39.09408456154338,15637.633824617353,187.24732350765294,93.62366175382647,10.0,156.37633824617353
79,16,0.8,146.93085624256094,42.42311071358111,50.74158678245681,43.93539669561421,175,75,300,5.0,124.2584132175432,31.06460330438579,15532.301652192898,189.35396695614205,94.67698347807101,10.0,155.323016521929
80,17,0.85,169.60819223539622,26.227279874212485,45.7300756465837,52.18766040822065,175,75,300,5.0,129.2699243534163,22.81233959177935,15208.226394519563,195.8354721096087,97.91773605480435,10.0,152.08226394519562
81,18,0.9,189.80040037239405,14.718620808311757,42.033559531317614,60.225951059035296,175,75,300,5.0,132.96644046868238,14.774048940964704,14774.048940964709,204.5190211807058,102.2595105903529,10.0,147.7404894096471
82,19,0.95,207.80235928140445,6.319786052896758,39.208019033793086,67.85305363335752,175,75,300,5.0,135.79198096620692,7.1469463666424815,14293.892733284938,214.1221453343012,107.0610726671506,10.0,142.93892733284937
83,20,1.0,223.9553016817328,0.0,36.9776508408664,75.0,175,75,300,5.0,138.0223491591336,0.0,13802.23491591336,223.9553016817328,111.9776508408664,10.0,138.0223491591336
84,21,0.0,0.0,370.88713996153035,1750.0,104.43569980765173,1750,750,30,0.5,0.0,645.5643001923482,,370.88713996153035,1854.4356998076516,10.0,
85,22,0.05,1.1844813845080058,363.3012590526835,1716.1214351092979,106.30726707665984,1750,750,30,0.5,33.87856489070214,643.6927329233401,6775.712978140427,364.4857404371915,1822.4287021859577,10.0,67.75712978140427
86,23,0.1,2.5477262153205267,354.88847021930394,1678.7180982173122,108.46288395581024,1750,750,30,0.5,71.28190178268778,641.5371160441898,7128.190178268778,357.4361964346245,1787.1809821731224,10.0,71.28190178268778
87,24,0.15,4.132698269678006,345.50776767953215,1637.2303494619077,110.97198028414329,1750,750,30,0.5,112.76965053809226,639.0280197158568,7517.976702539484,349.6404659492102,1748.202329746051,10.0,75.17976702539484
88,25,0.2,5.996971884370801,334.98511414169695,1590.9820860260677,113.92834410427099,1750,750,30,0.5,159.0179139739323,636.071655895729,7950.895698696616,340.98208602606775,1704.9104301303387,10.0,79.50895698696615
89,26,0.25,8.219299854371483,323.1038034216187,1539.1538790949878,117.46163728496316,1750,750,30,0.5,210.84612090501219,632.5383627150368,8433.844836200487,331.32310327599015,1656.615516379951,10.0,84.33844836200487
90,27,0.3,10.909889804002729,309.59180880929796,1480.752547919951,121.75594514655249,1750,750,30,0.5,269.247452080049,628.2440548534476,8974.915069334967,320.5016986133007,1602.5084930665034,10.0,89.74915069334968
91,28,0.35,14.22687804179084,294.1056503210362,1414.5819246349474,127.08071717918789,1750,750,30,0.5,335.4180753650526,622.9192828208121,9583.373581858645,308.332528362827,1541.6626418141352,10.0,95.83373581858645
92,29,0.4,18.403287874326026,276.21148751816963,1339.2295507849913,133.844326177487,1750,750,30,0.5,410.77044921500874,616.155673822513,10269.261230375218,294.61477539249563,1473.0738769624782,10.0,102.69261230375217
93,30,0.45,23.791516100097546,255.36855423217142,1253.1101582476053,142.6901934137397,1750,750,30,0.5,496.88984175239466,607.3098065862603,11041.996483386547,279.16007033226896,1395.800351661345,10.0,110.41996483386546
94,31,0.5,30.934769394310813,230.9347693943108,1154.673846971554,154.67384697155407,1750,750,30,0.5,595.326153028446,595.3261530284459,11906.523060568921,261.8695387886216,1309.347693943108,10.0,119.06523060568921
95,32,0.55,40.66644797874398,202.260324214405,1043.0486235311596,171.58523743458528,1750,750,30,0.5,706.9513764688404,578.4147625654148,12853.661390342551,242.92677219314896,1214.6338609657448,10.0,128.53661390342552
96,33,0.6,54.1695918963979,169.05856297949714,919.6844646276852,196.45630975179006,1750,750,30,0.5,830.3155353723148,553.5436902482099,13838.592256205247,223.22815487589503,1116.1407743794753,10.0,138.38592256205249
97,34,0.65,72.66221784443698,132.4097292081678,791.4838279209655,233.8759073420584,1750,750,30,0.5,958.5161720790345,516.1240926579416,14746.402647369761,205.07194705260477,1025.3597352630238,10.0,147.4640264736976
98,35,0.7,96.09520212918488,96.09520212918494,672.6664149042946,288.2856063875547,1750,750,30,0.5,1077.3335850957055,461.7143936124453,15390.479787081507,192.19040425836982,960.9520212918493,10.0,153.90479787081506
99,36,0.75,121.91978499347468,65.32753851417827,577.1774631536986,359.0591543845662,1750,750,30,0.5,1172.8225368463013,390.9408456154338,15637.633824617351,187.24732350765294,936.2366175382648,10.0,156.3763382461735
100,37,0.8,146.9308562425609,42.42311071358111,507.4158678245681,439.35396695614213,1750,750,30,0.5,1242.584132175432,310.64603304385787,15532.301652192898,189.35396695614202,946.7698347807102,10.0,155.323016521929
101,38,0.85,169.6081922353962,26.227279874212485,457.30075646583697,521.8766040822065,1750,750,30,0.5,1292.699243534163,228.12339591779346,15208.226394519566,195.83547210960867,979.1773605480435,10.0,152.08226394519568
102,39,0.9,189.80040037239405,14.718620808311757,420.33559531317616,602.259510590353,1750,750,30,0.5,1329.664404686824,147.740489409647,14774.04894096471,204.5190211807058,1022.5951059035292,10.0,147.7404894096471
103,40,0.95,207.80235928140445,6.319786052896758,392.08019033793084,678.5305363335752,1750,750,30,0.5,1357.9198096620692,71.46946366642476,14293.892733284938,214.1221453343012,1070.6107266715062,10.0,142.93892733284937
104,41,1.0,223.95530168173278,0.0,369.77650840866403,750.0,1750,750,30,0.5,1380.223491591336,0.0,13802.23491591336,223.95530168173278,1119.776508408664,10.0,138.0223491591336
105,42,0.05,1.1844813845080047,363.30125905268363,17161.214351092978,1063.072670766602,17500,7500,3,0.05,338.7856489070218,6436.927329233398,6775.7129781404365,364.4857404371916,18224.28702185958,10.0,67.75712978140436
106,43,0.15,4.132698269678005,345.50776767953215,16372.303494619076,1109.7198028414327,17500,7500,3,0.05,1127.6965053809236,6390.280197158567,7517.976702539491,349.6404659492102,17482.02329746051,10.0,75.17976702539491
107,44,0.2,5.996971884370801,334.98511414169695,15909.820860260677,1139.28344104271,17500,7500,3,0.05,1590.1791397393226,6360.7165589572905,7950.895698696613,340.98208602606775,17049.10430130339,10.0,79.50895698696613
108,45,0.25,8.219299854371483,323.1038034216187,15391.538790949877,1174.6163728496317,17500,7500,3,0.05,2108.461209050123,6325.383627150368,8433.844836200493,331.32310327599015,16566.155163799507,10.0,84.33844836200493
109,46,0.3,10.909889804002729,309.59180880929796,14807.52547919951,1217.559451465525,17500,7500,3,0.05,2692.4745208004897,6282.440548534475,8974.915069334966,320.5016986133007,16025.084930665034,10.0,89.74915069334966
110,47,0.35,14.22687804179084,294.1056503210362,14145.819246349474,1270.8071717918788,17500,7500,3,0.05,3354.1807536505257,6229.192828208121,9583.373581858645,308.332528362827,15416.626418141353,10.0,95.83373581858645
111,48,0.4,18.403287874326026,276.21148751816963,13392.295507849913,1338.44326177487,17500,7500,3,0.05,4107.704492150087,6161.55673822513,10269.261230375218,294.61477539249563,14730.738769624782,10.0,102.69261230375217
112,49,0.45,23.791516100097546,255.36855423217142,12531.101582476052,1426.901934137397,17500,7500,3,0.05,4968.8984175239475,6073.098065862603,11041.996483386549,279.16007033226896,13958.00351661345,10.0,110.41996483386549
113,50,0.5,30.93476939431081,230.9347693943108,11546.738469715541,1546.7384697155405,17500,7500,3,0.05,5953.261530284459,5953.26153028446,11906.523060568918,261.8695387886216,13093.476939431082,10.0,119.06523060568918
114,51,0.55,40.66644797874398,202.260324214405,10430.486235311597,1715.852374345853,17500,7500,3,0.05,7069.513764688403,5784.147625654147,12853.661390342551,242.92677219314896,12146.33860965745,10.0,128.53661390342552
115,52,0.6,54.16959189639789,169.05856297949714,9196.844646276852,1964.5630975179006,17500,7500,3,0.05,8303.155353723148,5535.436902482099,13838.592256205247,223.22815487589503,11161.407743794753,10.0,138.38592256205249
116,53,0.65,72.66221784443698,132.4097292081678,7914.838279209655,2338.759073420584,17500,7500,3,0.05,9585.161720790344,5161.240926579416,14746.402647369758,205.07194705260477,10253.59735263024,10.0,147.46402647369757
117,54,0.7,96.09520212918488,96.09520212918494,6726.664149042946,2882.856063875547,17500,7500,3,0.05,10773.335850957053,4617.143936124453,15390.479787081504,192.19040425836982,9609.520212918493,10.0,153.90479787081503
118,55,0.75,121.91978499347466,65.32753851417826,5771.774631536986,3590.591543845662,17500,7500,3,0.05,11728.225368463014,3909.408456154338,15637.633824617351,187.24732350765294,9362.366175382647,10.0,156.3763382461735
119,56,0.8,146.9308562425609,42.42311071358111,5074.158678245682,4393.539669561421,17500,7500,3,0.05,12425.841321754318,3106.460330438579,15532.301652192898,189.35396695614202,9467.698347807102,10.0,155.323016521929
120,57,0.85,169.6081922353962,26.22727987421248,4573.00756465837,5218.7660408220645,17500,7500,3,0.05,12926.99243534163,2281.2339591779355,15208.226394519565,195.83547210960867,9791.773605480434,10.0,152.08226394519565
121,58,0.9,189.80040037239405,14.718620808311755,4203.355953131761,6022.59510590353,17500,7500,3,0.05,13296.644046868238,1477.4048940964703,14774.048940964709,204.5190211807058,10225.951059035291,10.0,147.7404894096471
122,59,0.95,207.80235928140445,6.319786052896758,3920.8019033793084,6785.305363335752,17500,7500,3,0.05,13579.198096620692,714.6946366642478,14293.892733284938,214.1221453343012,10706.10726671506,10.0,142.93892733284937
123,60,1.0,223.95530168173278,0.0,3697.7650840866404,7500.0,17500,7500,3,0.05,13802.23491591336,0.0,13802.23491591336,223.95530168173278,11197.76508408664,10.0,138.0223491591336
124,0,0.0,0.0,488.7026118829674,175.0,69.35130594148369,175,75,300,0.05,0.0,5.648694058516313,,488.7026118829674,244.3513059414837,0.1,
125,1,0.05,10.009473203560912,478.33225691561336,174.70854325297935,69.46232180660778,175,75,300,0.05,0.2914567470206464,5.537678193392225,582.9134940412928,488.34173011917426,244.17086505958713,0.1,5.829134940412928
126,2,0.1,20.71353121953443,467.24514529074196,174.39793382551383,69.58140442962438,175,75,300,0.05,0.6020661744861684,5.418595570375615,602.0661744861684,487.9586765102764,243.9793382551382,0.1,6.020661744861684
127,3,0.15,32.181988297787946,455.36956333413457,174.06636637239419,69.70940944356708,175,75,300,0.05,0.9336336276058148,5.290590556432917,622.4224184038765,487.5515516319225,243.77577581596125,0.1,6.224224184038764
128,4,0.2,44.49344757926895,442.62482230736583,173.7118269886635,69.84730795465391,175,75,300,0.05,1.2881730113365109,5.152692045346086,644.0865056682554,487.1182698866348,243.55913494331742,0.1,6.440865056682554
129,5,0.25,57.736524242939055,428.9200208846626,173.3320681409502,69.99620442285064,175,75,300,0.05,1.6679318590497871,5.003795577149361,667.1727436199149,486.6565451276017,243.32827256380085,0.1,6.6717274361991485
130,6,0.3,72.01121813841101,414.15265988981446,172.92458170423382,70.15735730987892,175,75,300,0.05,2.075418295766184,4.842642690121082,691.806098588728,486.16387802822544,243.08193901411272,0.1,6.91806098588728
131,7,0.35,87.43043373965652,398.2071132202114,172.4865707179769,70.33220276195708,175,75,300,0.05,2.513429282023111,4.6677972380429225,718.1226520066032,485.6375469598679,242.81877347993395,0.1,7.181226520066032
132,8,0.4,104.12163029534726,380.95297469675205,172.01492099841985,70.5223814976298,175,75,300,0.05,2.9850790015801465,4.4776185023702055,746.2697503950367,485.0746049920993,242.53730249604965,0.1,7.462697503950367
133,9,0.45,122.22856033565598,362.24332647779033,171.50617453302542,70.72976887369774,175,75,300,0.05,3.4938254669745845,4.270231126302264,776.4056593276855,484.4718868134463,242.23594340672315,0.1,7.764056593276855
134,10,0.5,141.9130154894656,341.9130154894656,170.9565077447328,70.9565077447328,175,75,300,0.05,4.043492255267211,4.043492255267196,808.6984510534421,483.82603097893116,241.91301548946558,0.1,8.086984510534421
135,11,0.55,163.3564384948427,319.7770865152121,170.36171937776507,71.20504312726234,175,75,300,0.05,4.63828062223493,3.7949568727376572,843.32374949726,483.13352501005477,241.5667625050274,0.1,8.4332374949726
