,index,fopt,rb1,rb2,tc1,tc2,Tt1,Tt2,kch,ksp,tu1,tu2,protein,Rb,Tc,kspeed_factor,protein_expr_rate
136,12,0.6,186.76117136283807,295.62961218112673,169.71723506318943,71.47815670879295,175,75,300,0.05,5.282764936810565,3.5218432912070483,880.4608228017609,482.3907835439648,241.19539177198237,0.1,8.804608228017608
137,13,0.65,212.35098310211626,269.24328976398493,169.01813868148287,71.7789977515677,175,75,300,0.05,5.981861318517133,3.221002248432299,920.2863566949435,481.59427286610116,240.79713643305058,0.1,9.202863566949436
138,14,0.7,240.3703492039301,240.37034920393015,168.25924444275108,72.11110476117904,175,75,300,0.05,6.740755557248917,2.8888952388209646,962.9650796069882,480.74069840786024,240.37034920393012,0.1,9.629650796069882
139,15,0.75,271.0817397562776,208.7455345265195,167.43522785604893,72.47840928534964,175,75,300,0.05,7.564772143951075,2.5215907146503582,1008.6362858601433,479.82727428279713,239.91363714139857,0.1,10.086362858601433
140,16,0.8,304.7599328279683,174.0921611402741,166.54083758729698,72.88520939682424,175,75,300,0.05,8.459162412703023,2.114790603175763,1057.3953015878778,478.85209396824246,239.42604698412123,0.1,10.573953015878779
141,17,0.85,341.6821606879149,136.13245523953412,165.57121176916584,73.33609619455868,175,75,300,0.05,9.428788230834158,1.663903805441322,1109.269203627548,477.81461592744904,238.90730796372452,0.1,11.09269203627548
142,18,0.9,382.11283487223875,94.60342827941027,164.52231841824207,73.83581315758245,175,75,300,0.05,10.477681581757935,1.1641868424175499,1164.1868424175484,476.716263151649,238.35813157582453,0.1,11.641868424175485
143,19,0.95,426.2818765466771,49.279230063310756,163.39152563974423,74.3890276652497,175,75,300,0.05,11.60847436025577,0.6109723347503007,1221.9446695006072,475.56110660998786,237.78055330499393,0.1,12.219446695006072
144,20,1.0,474.35655676188225,0.0,162.17827838094112,75.0,175,75,300,0.05,12.821721619058877,0.0,1282.1721619058878,474.35655676188225,237.17827838094112,0.1,12.821721619058879
145,21,0.0,0.0,488.7026118829674,1750.0,693.5130594148369,1750,750,30,0.005,0.0,56.4869405851631,,488.7026118829674,2443.513059414837,0.1,
146,22,0.05,10.009473203560912,478.33225691561336,1747.0854325297935,694.6232180660778,1750,750,30,0.005,2.9145674702065207,55.37678193392219,582.9134940413041,488.34173011917426,2441.7086505958714,0.1,5.8291349404130415
147,23,0.1,20.71353121953443,467.24514529074196,1743.9793382551381,695.8140442962438,1750,750,30,0.005,6.0206617448618545,54.185955703756235,602.0661744861853,487.9586765102764,2439.793382551382,0.1,6.020661744861854
148,24,0.15,32.181988297787946,455.36956333413457,1740.663663723942,697.0940944356707,1750,750,30,0.005,9.336336276058091,52.90590556432926,622.4224184038727,487.5515516319225,2437.7577581596124,0.1,6.224224184038727
149,25,0.2,44.49344757926895,442.62482230736583,1737.1182698866348,698.4730795465391,1750,750,30,0.005,12.881730113365165,51.52692045346089,644.0865056682583,487.1182698866348,2435.591349433174,0.1,6.440865056682583
150,26,0.25,57.736524242939055,428.9200208846626,1733.3206814095022,699.9620442285063,1750,750,30,0.005,16.679318590497815,50.03795577149367,667.1727436199126,486.6565451276017,2433.2827256380087,0.1,6.6717274361991254
151,27,0.3,72.01121813841101,414.15265988981446,1729.2458170423383,701.5735730987892,1750,750,30,0.005,20.75418295766167,48.42642690121079,691.8060985887223,486.16387802822544,2430.8193901411278,0.1,6.918060985887223
152,28,0.35,87.43043373965652,398.2071132202114,1724.8657071797688,703.3220276195708,1750,750,30,0.005,25.134292820231167,46.677972380429196,718.1226520066047,485.6375469598679,2428.1877347993395,0.1,7.181226520066047
153,29,0.4,104.12163029534726,380.95297469675205,1720.1492099841987,705.223814976298,1750,750,30,0.005,29.850790015801294,44.776185023702055,746.2697503950324,485.0746049920993,2425.373024960497,0.1,7.462697503950324
154,30,0.45,122.22856033565598,362.24332647779033,1715.0617453302543,707.2976887369774,1750,750,30,0.005,34.938254669745675,42.70231126302258,776.4056593276816,484.4718868134463,2422.3594340672316,0.1,7.764056593276816
155,31,0.5,141.9130154894656,341.9130154894656,1709.565077447328,709.565077447328,1750,750,30,0.005,40.434922552672106,40.43492255267199,808.6984510534421,483.82603097893116,2419.130154894656,0.1,8.086984510534421
156,32,0.55,163.3564384948427,319.77708651521215,1703.6171937776508,712.0504312726233,1750,750,30,0.005,46.382806222349245,37.949568727376686,843.3237494972591,483.1335250100549,2415.667625050274,0.1,8.433237494972591
157,33,0.6,186.76117136283807,295.62961218112673,1697.1723506318945,714.7815670879296,1750,750,30,0.005,52.82764936810554,35.2184329120704,880.460822801759,482.3907835439648,2411.953917719824,0.1,8.80460822801759
158,34,0.65,212.35098310211626,269.24328976398493,1690.1813868148288,717.789977515677,1750,750,30,0.005,59.818613185171216,32.21002248432296,920.2863566949418,481.59427286610116,2407.971364330506,0.1,9.202863566949418
159,35,0.7,240.3703492039301,240.37034920393015,1682.5924444275108,721.1110476117904,1750,750,30,0.005,67.40755557248917,28.888952388209646,962.9650796069882,480.74069840786024,2403.703492039301,0.1,9.629650796069882
160,36,0.75,271.0817397562776,208.74553452651952,1674.3522785604891,724.7840928534964,1750,750,30,0.005,75.64772143951086,25.215907146503582,1008.6362858601448,479.82727428279713,2399.1363714139857,0.1,10.086362858601447
161,37,0.8,304.7599328279683,174.0921611402741,1665.4083758729696,728.8520939682425,1750,750,30,0.005,84.5916241270304,21.147906031757543,1057.39530158788,478.85209396824246,2394.260469841212,0.1,10.573953015878802
162,38,0.85,341.6821606879149,136.13245523953412,1655.7121176916585,733.3609619455868,1750,750,30,0.005,94.28788230834152,16.639038054413163,1109.2692036275473,477.81461592744904,2389.0730796372454,0.1,11.092692036275473
163,39,0.9,382.11283487223875,94.60342827941027,1645.2231841824207,738.3581315758245,1750,750,30,0.005,104.77681581757929,11.641868424175527,1164.1868424175477,476.716263151649,2383.581315758245,0.1,11.641868424175478
164,40,0.95,426.2818765466771,49.279230063310756,1633.9152563974421,743.8902766524969,1750,750,30,0.005,116.08474360255786,6.1097233475030635,1221.944669500609,475.56110660998786,2377.805533049939,0.1,12.219446695006091
165,41,1.0,474.35655676188225,0.0,1621.7827838094113,750.0,1750,750,30,0.005,128.21721619058872,0.0,1282.1721619058872,474.35655676188225,2371.7827838094113,0.1,12.821721619058872
166,42,0.0,0.0,488.7026118829674,17500.0,6935.13059414837,17500,7500,3,0.0005,0.0,564.8694058516303,,488.7026118829674,24435.13059414837,0.1,
167,43,0.05,10.009473203560912,478.33225691561336,17470.854325297936,6946.232180660778,17500,7500,3,0.0005,29.145674702063843,553.7678193392221,582.9134940412769,488.34173011917426,24417.086505958716,0.1,5.829134940412769
168,44,0.1,20.71353121953443,467.24514529074196,17439.793382551383,6958.140442962438,17500,7500,3,0.0005,60.20661744861718,541.8595570375619,602.0661744861718,487.9586765102764,24397.93382551382,0.1,6.020661744861718
169,45,0.15,32.181988297787946,455.36956333413457,17406.63663723942,6970.940944356707,17500,7500,3,0.0005,93.36336276058137,529.0590556432926,622.4224184038758,487.5515516319225,24377.577581596124,0.1,6.224224184038758
170,46,0.2,44.49344757926895,442.62482230736583,17371.18269886635,6984.730795465391,17500,7500,3,0.0005,128.8173011336512,515.2692045346093,644.086505668256,487.1182698866348,24355.91349433174,0.1,6.44086505668256
171,47,0.25,57.736524242939055,428.9200208846626,17333.20681409502,6999.620442285063,17500,7500,3,0.0005,166.7931859049786,500.3795577149367,667.1727436199144,486.6565451276017,24332.827256380086,0.1,6.671727436199144
172,48,0.3,72.01121813841101,414.15265988981446,17292.458170423382,7015.735730987892,17500,7500,3,0.0005,207.5418295766176,484.26426901210834,691.8060985887254,486.16387802822544,24308.193901411272,0.1,6.918060985887254
173,49,0.35,87.43043373965652,398.2071132202114,17248.65707179769,7033.220276195708,17500,7500,3,0.0005,251.34292820230985,466.7797238042922,718.1226520065995,485.6375469598679,24281.8773479934,0.1,7.181226520065995
174,50,0.4,104.12163029534726,380.95297469675205,17201.492099841988,7052.238149762979,17500,7500,3,0.0005,298.5079001580125,447.76185023702055,746.2697503950312,485.0746049920993,24253.730249604967,0.1,7.462697503950312
175,51,0.45,122.22856033565598,362.24332647779033,17150.617453302544,7072.976887369774,17500,7500,3,0.0005,349.38254669745584,427.023112630226,776.4056593276796,484.4718868134463,24223.594340672316,0.1,7.764056593276796
176,52,0.5,141.9130154894656,341.9130154894656,17095.65077447328,7095.65077447328,17500,7500,3,0.0005,404.34922552671924,404.34922552672015,808.6984510534385,483.82603097893116,24191.30154894656,0.1,8.086984510534386
177,53,0.55,163.3564384948427,319.7770865152121,17036.171937776508,7120.504312726233,17500,7500,3,0.0005,463.82806222349245,379.49568727376663,843.3237494972591,483.13352501005477,24156.67625050274,0.1,8.433237494972591
178,54,0.6,186.76117136283807,295.62961218112673,16971.723506318944,7147.815670879296,17500,7500,3,0.0005,528.2764936810563,352.1843291207042,880.4608228017605,482.3907835439648,24119.53917719824,0.1,8.804608228017605
179,55,0.65,212.35098310211626,269.24328976398493,16901.81386814829,7177.89977515677,17500,7500,3,0.0005,598.1861318517113,322.1002248432296,920.2863566949404,481.59427286610116,24079.71364330506,0.1,9.202863566949404
180,56,0.7,240.3703492039301,240.37034920393015,16825.924444275108,7211.110476117903,17500,7500,3,0.0005,674.0755557248922,288.8895238820969,962.9650796069889,480.74069840786024,24037.03492039301,0.1,9.629650796069889
181,57,0.75,271.0817397562776,208.7455345265195,16743.52278560489,7247.8409285349635,17500,7500,3,0.0005,756.4772143951086,252.1590714650365,1008.6362858601448,479.82727428279713,23991.363714139854,0.1,10.086362858601447
182,58,0.8,304.7599328279683,174.0921611402741,16654.083758729696,7288.520939682424,17500,7500,3,0.0005,845.9162412703045,211.4790603175761,1057.3953015878806,478.85209396824246,23942.60469841212,0.1,10.573953015878805
183,59,0.85,341.6821606879149,136.13245523953412,16557.121176916586,7333.609619455868,17500,7500,3,0.0005,942.8788230834143,166.3903805441323,1109.2692036275462,477.81461592744904,23890.730796372452,0.1,11.092692036275462
184,60,0.9,382.11283487223875,94.60342827941027,16452.231841824207,7383.581315758245,17500,7500,3,0.0005,1047.7681581757934,116.41868424175482,1164.1868424175482,476.716263151649,23835.813157582452,0.1,11.641868424175481
185,61,0.95,426.2818765466771,49.279230063310756,16339.152563974421,7438.90276652497,17500,7500,3,0.0005,1160.8474360255786,61.09723347503041,1221.944669500609,475.56110660998786,23778.055330499392,0.1,12.219446695006091
186,62,1.0,474.35655676188225,0.0,16217.827838094112,7500.0,17500,7500,3,0.0005,1282.172161905888,0.0,1282.172161905888,474.35655676188225,23717.827838094112,0.1,12.82172161905888
