,index,fopt,rb1,rb2,tc1,tc2,kch,tu1,tu2,protein,Rb,Tc,protein_expr_rate,Rf,ratio
35,435,0.7,246.91643273009217,246.91643273009288,131.1271832985729,56.19736427081681,0.4,1618.8728167014272,693.8026357291832,308.35672699074803,493.8328654601851,187.32454756938972,3.0835672699074803,6.167134539814924,0.7
36,526,0.72,321.28084401272275,167.19141586303272,193.7550832269837,144.79364347716023,0.8,1556.2449167730163,605.2063565228398,576.3870062122282,488.47225987575547,338.5487267041439,5.763870062122282,11.52774012424453,0.7
37,623,0.73,306.32015703773055,173.40431745439366,362.3937230547529,236.77576058189487,1.6,1387.6062769452471,513.2242394181051,1013.776275393788,479.7244744921242,599.1694836366478,10.13776275393788,20.275525507875784,0.7
38,727,0.76,314.6538598324574,152.78202947152727,589.9035564544529,383.65375466982726,3.2,1160.0964435455471,366.34624533017274,1628.205534800768,467.43588930398465,973.5573111242802,16.28205534800768,32.56411069601535,0.7
39,834,0.82,338.75384501319303,114.42156518924875,850.0899148281779,552.4587617915512,6.4,899.9100851718221,197.54123820844882,2341.229489877911,453.17541020244175,1402.5486766197291,23.41229489877911,46.82458979755825,0.7
40,947,0.94,400.00785557295086,38.889387435547334,1076.9149425154876,707.0371239903502,12.8,673.0850574845124,42.96287600964979,3055.137849575092,438.8972430084982,1783.9520665058378,30.551378495750917,61.10275699150179,0.7
41,1054,1.0,425.488123955239,0.0,1313.4069763002285,750.0,25.6,436.5930236997715,0.0,3725.59380223805,425.488123955239,2063.4069763002285,37.2559380223805,74.51187604476098,0.7
42,1155,1.0,416.4279184808293,0.0,1505.1599174243045,750.0,51.2,244.84008257569553,0.0,4178.604075958537,416.4279184808293,2255.1599174243047,41.78604075958537,83.5720815191707,0.7
43,1256,1.0,411.1884928885632,0.0,1619.9050188797312,750.0,102.4,130.0949811202688,0.0,4440.575355571842,411.1884928885632,2369.905018879731,44.40575355571842,88.81150711143681,0.7
44,1357,1.0,408.36830757669657,0.0,1682.8869440259007,750.0,204.8,67.11305597409932,0.0,4581.584621165181,408.36830757669657,2432.8869440259004,45.8158462116518,91.63169242330343,0.7
45,1458,1.0,406.90511969802634,0.0,1715.9076366081638,750.0,409.6,34.092363391836216,0.0,4654.744015098705,406.90511969802634,2465.9076366081636,46.54744015098705,93.09488030197366,0.7
46,73,0.86,503.52366202380307,-3.958628728419368,5.571804179964077,-115.3720318776803,0.025,2244.428195820036,365.3720318776803,21.7483352308143,499.5650332953837,-109.80022769771622,0.21748335230814297,0.4349667046162722,0.9
47,163,0.9,249.58746549700675,249.58746549700052,22.313683819661357,2.479298202184656,0.05,2227.6863161803385,247.52070179781535,41.253450299635894,499.17493099400724,24.79298202184601,0.41253450299635896,0.8250690059927592,0.9
48,257,0.91,461.5039028300445,36.86541259403722,24.11555387157944,29.85758225103541,0.1,2225.8844461284207,220.1424177489646,81.53422879591284,498.3693154240817,53.97313612261485,0.8153422879591283,1.6306845759182806,0.9
49,354,0.91,429.92798265652107,66.85025138712842,51.144734790755834,32.530797946338566,0.2,2198.855265209244,217.46920205366143,161.08829781752704,496.7782340436495,83.6755327370944,1.6108829781752703,3.2217659563505094,0.9
50,454,0.91,383.839754384435,109.89337480878281,111.43033718558148,38.49311027110154,0.4,2138.5696628144187,211.50688972889844,313.3435403391089,493.73312919321785,149.92344745668302,3.1334354033910894,6.266870806782151,0.9
51,556,0.92,390.3047900863882,97.86421903948509,209.15407421314447,72.53513688809961,0.8,2040.8459257868556,177.4648631119004,591.5495437063349,488.1690091258733,281.6892111012441,5.915495437063349,11.830990874126712,0.9
52,659,0.94,404.92404140417824,73.7561532638895,371.19215512347057,130.07609500788098,1.6,1878.8078448765295,119.92390499211902,1065.9902665966126,478.68019466806777,501.2682501313516,10.659902665966126,21.31980533193223,0.9
53,763,0.97,423.5729236129279,40.50986917273329,616.8894844730333,199.49142735483602,3.2,1633.1105155269665,50.50857264516398,1795.8603607169393,464.08279278566124,816.3809118278693,17.958603607169394,35.91720721433876,0.9
54,867,1.0,444.1989557420556,0.0,942.1630252044281,250.0,6.4,1307.836974795572,0.0,2790.05221289722,444.1989557420556,1192.163025204428,27.900522128972202,55.8010442579444,0.9
55,968,1.0,423.53880279418416,0.0,1353.970345244346,250.0,12.8,896.0296547556541,0.0,3823.0598602907903,423.53880279418416,1603.970345244346,38.230598602907904,76.46119720581584,0.9
56,1069,1.0,407.3048064171123,0.0,1706.8641001002673,250.0,25.6,543.1358998997327,0.0,4634.759679144387,407.3048064171123,1956.8641001002673,46.34759679144386,92.69519358288773,0.9
57,1170,1.0,396.9102683457289,0.0,1947.9793017941277,250.0,51.2,302.02069820587235,0.0,5154.4865827135545,396.9102683457289,2197.9793017941274,51.544865827135546,103.08973165427108,0.9
58,1271,1.0,391.01772840670276,0.0,2090.358000595756,250.0,102.4,159.64199940424396,0.0,5449.1135796648605,391.01772840670276,2340.358000595756,54.49113579664861,108.98227159329724,0.9
59,1372,1.0,387.88224802284896,0.0,2167.88250587611,250.0,204.8,82.11749412389008,0.0,5605.887598857563,387.88224802284896,2417.88250587611,56.05887598857563,112.11775197715104,0.9
60,1473,1.0,386.2654643637965,0.0,2208.3491690785386,250.0,409.6,41.65083092146142,0.0,5686.726781810199,386.2654643637965,2458.3491690785386,56.86726781810199,113.73453563620347,0.9
